"CONTEXT", "ID", "TEXT"
"traveler:WATCH_GIVER1","Where is my watch?","Cadê meu relógio?"
"traveler:WATCH_GIVER1","@I sold it.","@Eu vendi."
"traveler:WATCH_GIVER1","What!","O quê?"
"traveler:WATCH_GIVER1","I give you watch to hold.","Eu deixei para você guardar."
"traveler:WATCH_GIVER1","Put trust in you!","Confiei em você!"
"traveler:WATCH_GIVER1","Watch was gift from cousin.","Relógio era presente do primo."
"traveler:WATCH_GIVER1","I hope you got good money for it.","Espero que tenham pagado bem por ele."
"traveler:WATCH_GIVER1","Damn Arstotzkan crook.","Maldito arstotzkano pilantra."
"traveler:ARSKICKER0","Hey man.","Ei, cara."
"traveler:ARSKICKER0","I lost id card.","Perdi identidade."
"traveler:ARSKICKER0","I think someone stole it from locker room.","Acho que alguém roubou em vestiário."
"traveler:ARSKICKER0","But we won match!","Mas vencemos jogo!"
"traveler:ARSKICKER0","Can't wait to get home.~","Quero chegar logo em casa.~"
"traveler:ARSKICKER0","I have carried this for years, maybe you take it.","Carrego isto há anos, talvez goste."
"traveler:ARSKICKER0","@Your Arstotzkan id card is missing.","@Está faltando sua identidade arstotzkana."
"traveler:ARSKICKER0","I know man. I told you.","Eu sei, cara. Eu falei."
"traveler:ARSKICKER0","It was stolen.","Foi roubada."
"traveler:ARSKICKER0","C'mon let me through.","Vamos, deixa passar."
"traveler:ARSKICKER0","Thanks bud, is good to be home!","Obrigado, amigo, é bom estar em casa!"
"traveler:ARSKICKER0","Hey bullshit!","Que merda é essa?"
"traveler:ARSKICKER0","I gave you pennant even!","Te dei até faixa!"
"traveler:ARSKICKER0","Gonna tell coach about this crap.","Contarei tudo pro técnico."
"traveler:ARSKICKER1","Hi again.","Oi de novo."
"traveler:ARSKICKER1","Remember me?","Lembra de mim?"
"traveler:ARSKICKER1","Go Arskickers!","Vai, Arskickers!"
"traveler:ARSKICKER1","I give you that great banner.~","Dei aquela bela faixa.~"
"traveler:ARSKICKER1","Listen, I tell my coach about this.","Olha, contei para técnico o que aconteceu."
"traveler:ARSKICKER1","He get very upset.","Ele fica muito irritado."
"traveler:ARSKICKER1","Say if I do not get banner back, I lose front seat on team bus.~","Disse que se não pego faixa de volta, perco lugar da frente no ônibus.~"
"traveler:ARSKICKER1","All seats good, but front seat definitely best.","Todos lugares bons, mas banco da frente muito melhor."
"traveler:ARSKICKER1","So I really just need banner back.","Então preciso mesmo que devolva faixa."
"traveler:ARSKICKER1","What you say?","Que tal?"
"traveler:ARSKICKER1","Lousy fan!","Torcedor babaca!"
"traveler:ARSKICKER1","Ah thanks!","Ah, obrigado!"
"traveler:ARSKICKER1","Do not forget to root for us!","Não deixa de torcer pela gente!"
"traveler:ARSKICKER1","Ah good.","Ah, bom."
"traveler:ARSKICKER1","It is more beaten up than I remember.","Está mais estragada do que me lembro."
"traveler:ARSKICKER1","Even there is big tear here.","Tem até grande rasgo aqui."
"traveler:ARSKICKER1","What did you do?","O que fez com ela?"
"traveler:ARSKICKER1","Oh well. Coach should be happy.","Mas tudo bem. Técnico ficará feliz."
"traveler:ARSKICKER1","Alright that is great yeah.","É. Muito bom, sim."
"traveler:ARSKICKER1","But where is banner?","Mas cadê faixa?"
"traveler:ARSKICKER1","Thanks bud!","Obrigado, amigo!"
"traveler:ARSKICKER1","Do not forget to root for us at regionals.","Não deixa de torcer pela gente no regional."
"traveler:ARSKICKER1","Ok. Well.","Ok. Tudo bem."
"traveler:ARSKICKER1","That is messed up.","Que sacanagem."
"traveler:ARSKICKER1","At least you give banner back right?","Ao menos você devolveu, né?"
"traveler:ARSKICKER1","At least you give banner back.","Ao menos você devolveu."
"traveler:ARSKICKER1","@The banner is mine now.","@A faixa é minha agora."
"traveler:ARSKICKER1","Oh boy.","Caramba."
"traveler:ARSKICKER1","Such an asshole here.","Que babaca."
"traveler:ARSKICKER1","If guards do not kill me, coach will.","Se guardas não me matarem, técnico vai."
"traveler:BUSTED_SPY","I have not much time.","Não tenho muito tempo."
"traveler:BUSTED_SPY","You must hold on to these.","Fique com este envelope."
"traveler:BUSTED_SPY","Keep them safe today.","Guarde-o em segurança hoje."
"traveler:BUSTED_SPY","I am being followed by an imposter.","Há [m]um impostor[/m][f]uma impostora[/f] me seguindo."
"traveler:BUSTED_SPY","They pretend to be from the Ministry of Information but it is a lie.","[m]Ele[/m][f]Ela[/f] finge ser do Ministério da Informação, mas é mentira."
"traveler:BUSTED_SPY","If they ask for documents, give these instead.","Se [m]ele[/m][f]ela[/f] pedir o documento, entregue este."
"traveler:BUSTED_SPY","Do not mix them up.","Não misture os dois."
"traveler:BUSTED_SPY_FOLLOWER","@Your papers?","@Seus documentos?"
"traveler:BUSTED_SPY_FOLLOWER","I am from the Ministry of Information.","Sou do ministério da Informação."
"traveler:BUSTED_SPY_FOLLOWER","You have something to give us.","Você tem algo para nos entregar."
"traveler:BUSTED_SPY_FOLLOWER","Perfect.","Perfeito."
"traveler:GYM_INSTRUCTOR","You are skin and bones.","Você está puro osso."
"traveler:GYM_INSTRUCTOR","Bet you have no real strength.","Aposto que não tem força alguma."
"traveler:GYM_INSTRUCTOR","Come to gym, I make you big.","Venha para academia, faço você crescer."
"traveler:GYM_INSTRUCTOR","I guarantee you get big at Get Big Town.","Garanto que fica forte na Fique Fortown."
"traveler:GYM_INSTRUCTOR","Is what we do.","É nossa especialidade."
"traveler:GYM_INSTRUCTOR","Denied? Hah.","[m]Recusado[/m][f]Recusada[/f]? Rá!"
"traveler:GYM_INSTRUCTOR","This is what I expect from skinny weakling.","É esperado, vindo de fracote covarde."
"traveler:OLD_INSPECTOR","I used to be an inspector like you.","Eu já fui [m]um inspetor[/m][f]uma inspetora[/f] como você."
"traveler:OLD_INSPECTOR","Many years ago. Back in United Fed.~","Há muitos anos. Lá na Federação Unida.~"
"traveler:OLD_INSPECTOR","We denied most people.~","Recusávamos a maioria.~"
"traveler:OLD_INSPECTOR","It is all done by computers now.","Agora é tudo feito por computadores."
"traveler:OLD_INSPECTOR","They can deny much faster that way.","Eles recusam muito mais rápido assim."
"traveler:OLD_INSPECTOR","Good luck.","Boa sorte."
"traveler:OLD_INSPECTOR","I do not miss it.","Não sinto saudades."
"traveler:OLD_INSPECTOR","What? Why am I denied?~","O quê? Por que fui [f]recusado[/f][f]recusada[/f]?~"
"traveler:OLD_INSPECTOR","So this is what it feels like.~","Então essa é a sensação.~"
"traveler:OLD_INSPECTOR","@Where is entry permit?","@Onde está licença de entrada?"
"traveler:OLD_INSPECTOR","Eh, it does not matter what I say.","É, não importa o que digo."
"traveler:OLD_INSPECTOR","Just deny the visa and I will go.","Basta recusar visto e vou embora."
"traveler:RED_STAMP","Red stamp.","Carimbo vermelho."
"traveler:RED_STAMP","@What?","@O quê?"
"traveler:RED_STAMP","Give me red stamp.","Me dê carimbo vermelho."
"traveler:RED_STAMP","I am serious.","Estou falando sério."
"traveler:RED_STAMP","I have better job offer in Impor.","Tenho oferta de emprego melhor em Impor."
"traveler:RED_STAMP","Red stamp and I can break contract in Arstotzka.","Carimbo vermelho invalida contrato em Arstotzka."
"traveler:RED_STAMP","10 credits for you.","Pago dez créditos."
"traveler:RED_STAMP","Damn it.","Droga."
"traveler:RED_STAMP","I am sure you deny people all day.","Sei que recusa gente o dia todo."
"traveler:RED_STAMP","Why not now?","Por que não agora?"
"traveler:RED_STAMP","I figure something else out.","Eu darei outra jeito."
"traveler:RED_STAMP","Ok, now I get free from this bad job.","Ok, agora estou livre de trabalho ruim."
"traveler:RED_STAMP","Thanks.","[m]Obrigado[/m][m]Obrigada[/m]."
"traveler:NEED_SURGERY","I come for medical reasons.","Venho por motivos de saúde."
"traveler:NEED_SURGERY","@Your papers are missing.","@Estão faltando documentos."
"traveler:NEED_SURGERY","Please.","Por favor."
"traveler:NEED_SURGERY","Surgery I need is outlawed in Kolechia.","Preciso de cirurgia ilegal na Kolechia."
"traveler:NEED_SURGERY","Even so, I do not trust doctors there.","E mesmo que não fosse, não confio em médicos lá."
"traveler:NEED_SURGERY","Only Arstotzka have skilled surgeons.","Só Arstotzka tem bons cirurgiões."
"traveler:NEED_SURGERY","@You do not have the right documents.","@Você está sem documentos corretos."
"traveler:NEED_SURGERY","Yes.","Eu sei."
"traveler:NEED_SURGERY","They will not give papers for surgery.","Eles não dão documentos para cirurgia."
"traveler:NEED_SURGERY","Thank you. I will not forget this.","[m]Obrigado[/m][m]Obrigada[/m]. Não esquecerei disso."
"traveler:NEED_SURGERY","I expected this.","Era o que esperava."
"traveler:NEED_SURGERY","I do not know how long I survive.","Não sei até quando sobrevivo."
"traveler:NEED_SURGERY","But you do not care.~","Mas você não se importa.~"
"traveler:NEED_SURGERY","I hope you are not in same place as me.","Espero que nunca fique na minha situação."
"traveler:LOVE_SONG","I will leave this here.","Vou deixar isso aqui."
"traveler:LOVE_SONG","Great!","Ótimo!"
"traveler:LOVE_SONG","You really super guy!~","Você sujeito super legal!~"
"traveler:LOVE_SONG","Can I have note back now?","Pode devolver papel?"
"traveler:LOVE_SONG","I need it for next inspector.","Preciso dele para próximo inspetor."
"traveler:LOVE_SONG","But I give you such lovely note!","Mas eu te dei papel tão bonito!"
"traveler:LOVE_SONG","Thanks and like I say, you super guy.","[m]Obrigado[/m][m]Obrigada[/m] e repito, você super legal."
"traveler:LOVE_SONG","Do not forget.","Não esqueça."
"traveler:LOVE_SONG","Is too much?","Exagerei?"
"traveler:LOVE_SONG","@Yes.","@Sim."
"traveler:LOVE_SONG","Is too much. I can see that now.","É exagero. Agora vejo."
"traveler:LOVE_SONG","Next time I make couple copies first.","Próxima vez, tiro cópias antes."
"traveler:LOVE_SONG_LONELY","Life sucks.","Droga de vida."
"traveler:LOVE_SONG_LONELY","Nobody loves me.","Ninguém me ama."
"traveler:LOVE_SONG_LONELY","For me?","Para mim?"
"traveler:LOVE_SONG_LONELY","Like fire?","Fogo da paixão?"
"traveler:LOVE_SONG_LONELY","Object of desire?","Objeto de tentação?"
"traveler:LOVE_SONG_LONELY","Wow, nobody say such nice things!","Nossa, nunca li coisas tão bonitas!"
"traveler:LOVE_SONG_LONELY","Part about visa is confusing but rest is very powerful.","O final sobre visto, meio confuso. Mas comovente!"
"traveler:LOVE_SONG_LONELY","Thank you!","[m]Obrigado[/m][m]Obrigada[/m]!"
"traveler:LOVE_SONG_LONELY","Thank you again!","[m]Obrigado[/m][m]Obrigada[/m], de novo!"
"traveler:LOVE_SONG_LONELY","Thanks I guess.","[m]Obrigado[/m][m]Obrigada[/m], eu acho."
"traveler:LOVE_SONG_LONELY","No problem!","Sem problema!"
"traveler:LOVE_SONG_LONELY","Today is good day anyway!","Hoje é bom dia assim mesmo!"
"traveler:LOVE_SONG_LONELY","Even you hate me.","Até você me odeia."
"traveler:LOVE_SONG_LONELY","Some guy I do not even know.","Um sujeito que nem conheço."
"traveler:KOLECHIAN_HATER","It was a mistake to open this checkpoint.","Foi um erro abrir esse posto."
"traveler:FINALLY_RETURN_HOME","Finally I can return home.","Enfim posso voltar para casa."
"traveler:FINALLY_RETURN_HOME","You bastard.","Desgraçado."
"traveler:FINALLY_RETURN_HOME","Thank you.","[m]Obrigado[/m][f]Obrigada[/f]."
"traveler:SMALL_CHECKPOINT","This checkpoint is smaller than I expected.","Este posto é menor do que eu esperava."
"traveler:WAITED_FOREVER","I have waited in this damn line since for 8 hours.","Esperei em fila maldita por oito horas."
"traveler:WAITED_FOREVER","I hope it was worth it.","Espero que valha a pena."
"traveler:WAITED_FOREVER","Unbelievable. Go to hell.","Inacreditável. Vá para o inferno."
"traveler:HURRY_UP","Hurry up.","Rápido."
"traveler:HURRY_UP","I am meeting bus soon.","Pego ônibus daqui a pouco."
"traveler:HURRY_UP","What is this?","Como assim?"
"traveler:HURRY_UP","Finally.","Finalmente."
"traveler:GLAD_YOU_HAVE_JOB","I heard about terrorist attack.","Soube do atentado terrorista."
"traveler:GLAD_YOU_HAVE_JOB","You are lucky to have a job still.","Você tem sorte de ainda ter emprego."
"traveler:GLAD_YOU_HAVE_JOB","Be safe.","Tenha cuidado."
"traveler:TICKET_NOT_PERMIT","What? I do not know. To visit?","O quê? Eu não sei. Visitar?"
"traveler:TICKET_NOT_PERMIT","A few days maybe.","Alguns dias, talvez."
"traveler:TICKET_NOT_PERMIT","Entry permit? I have ticket here.","Licença de entrada? Eu tenho bilhete."
"traveler:TICKET_NOT_PERMIT","Let me through.","Me deixa passar."
"traveler:TICKET_NOT_PERMIT","@Ticket is not enough any more.","@O bilhete não é mais suficiente."
"traveler:TICKET_NOT_PERMIT","@Get a permit.","@Consiga uma licença."
"traveler:TICKET_NOT_PERMIT","Bullshit!","Que merda!"
"traveler:TICKET_NOT_PERMIT","I paid good money for ticket.","Paguei caro por bilhete."
"traveler:VISIT_SON","I am so happy that the border has opened.","Estou tão feliz com abertura da fronteira."
"traveler:VISIT_SON","I will visit my son. I have not seen him in six years. [Speech/Purpose]","Vou visitar meu filho. Não o vejo há seis anos. [Speech/Purpose]"
"traveler:VISIT_SON","6 months. [Speech/Duration]","Seis meses. [Speech/Duration]"
"traveler:VISIT_SON","Please, let me pass. My son is waiting.","Por favor, deixe-me passar. Meu filho está esperando."
"traveler:VISIT_SON","Thank you.","[m]Obrigado[/m][f]Obrigada[/f]."
"traveler:VISIT_SON","Curse you.","Maldito."
"traveler:DETAIN_FIRST","Hey wait.","Ei, espere."
"traveler:DETAIN_FIRST","Do not arrest me, please.","Não me prenda, por favor."
"traveler:DETAIN_FIRST","Just deny my passport and I will go away.","É só recusar passaporte e vou embora."
"traveler:HATE_COUNTRY","It is not my choice. I hate this damn country.","Não é por escolha minha. Odeio esse país desgraçado."
"traveler:HATE_COUNTRY","I am just passing through. [Speech/Purpose]","Estou só de passagem. [Speech/Purpose]"
"traveler:HATE_COUNTRY","As little as possible. 2 days. [Speech/Duration]","O mínimo que conseguir. Dois dias. [Speech/Duration]"
"traveler:HATE_COUNTRY","Ugh.","Argh."
"traveler:HATE_COUNTRY","Just as well.","Tanto faz."
"traveler:SEARCH_BRIBE_INTRO","Slow down my friend.","Calma aí, amigo."
"traveler:SEARCH_BRIBE_INTRO","I have only harmless medicine.","Só tenho remédio inofensivo."
"traveler:SEARCH_BRIBE_INTRO","I give you 10 credits to let me through.","Te dou dez créditos para deixar passar."
"traveler:SEARCH_BRIBE_INTRO","Excellent.","Excelente."
"traveler:SEARCH_BRIBE_INTRO","As I promised.","Como prometido."
"traveler:SEARCH_BRIBE_INTRO","Why you turn down good money?","Por que recusa dinheiro?"
"traveler:SEARCH_BRIBE_INTRO","@You are lucky to escape arrest.","@Tem sorte de não ser preso."
"traveler:SEARCH_BRIBE_INTRO","@Do not come back.","@Não volte."
"traveler:SEARCH_BRIBE_INTRO","@You cannot bribe an officer of Arstotzka.","@Você não pode subornar um oficial de Arstotzka."
"traveler:SEARCH_BRIBE_INTRO","They must pay well for such obedience, dog.","Devem pagar bem por tanta obediência, cachorrinho."
"traveler:TWO_PASSPORTS","Shit!","Merda!"
"traveler:TWO_PASSPORTS","I make small mistake.","Cometi pequeno erro."
"traveler:TWO_PASSPORTS","Please give documents back.","Por favor, devolva documentos."
"traveler:TWO_PASSPORTS","@Why do you have two passports?","@Por que você tem dois passaportes?"
"traveler:TWO_PASSPORTS","Is funny story.","É história engraçada."
"traveler:TWO_PASSPORTS","I tell you everything.","Eu conta tudo."
"traveler:TWO_PASSPORTS","First, you give papers back to me.","Mas primeiro, devolve documentos para mim."
"traveler:TWO_PASSPORTS","And the others?","E o resto?"
"traveler:TWO_PASSPORTS","Last one please.","Falta um, por favor."
"traveler:IDSUPPLEMENT_COMPLAIN","This id supplement is total pain.","Cartão complementar é um porre."
"traveler:IDSUPPLEMENT_COMPLAIN","Was not easy to get and only lasts few days.","Difícil de conseguir e dura poucos dias."
"traveler:IDSUPPLEMENT_COMPLAIN","You Arstotzkans just make it harder and harder.","Vocês, Arstotzkanos! Dificultam cada vez mais."
"traveler:IDSUPPLEMENT_COMPLAIN","Why even have open border?","Pra que abrir fronteira desse jeito?"
"traveler:IDSUPPLEMENT_COMPLAIN","Bah.","Afe."
"traveler:IDSUPPLEMENT_COMPLAIN","Would be better to spend money on bribe.","Seria melhor ter gasto dinheiro em suborno."
"traveler:IDSUPPLEMENT_COMPLAIN","Less trouble and faster.","Menos problemas e mais rápido."
"traveler:IDSUPPLEMENT_COMPLAIN","I knew it would not even work.","Sabia que não ia adiantar."
"traveler:CRIMINAL_FIRST","@Funny to see you here.","@Engraçado te ver aqui."
"traveler:CRIMINAL_FIRST","@Just when starting to look for criminals.","@Bem quando começaram a procurar por criminosos."
"traveler:CRIMINAL_FIRST","Criminals?","Criminosos?"
"traveler:CRIMINAL_FIRST","What are you saying?","Como assim?"
"traveler:DENIAL_REASON_FIRST","Denied?","[m]Recusado[/m][f]Recusada[/f]?"
"traveler:DENIAL_REASON_FIRST","For what reason?","Por quê?"
"traveler:DENIAL_REASON_FIRST","@It is clearly stamped there.","@Está muito bem justificado."
"traveler:DENIAL_REASON_FIRST","Oh.~","Ah.~"
"traveler:DENIAL_REASON_FIRST","Screw you anyways.","Vai se danar."
"traveler:NO_IMPORIANS_FIRST","@Imporians are prohibited from entering.","@Imporianos estão proibidos de entrar."
"traveler:NO_IMPORIANS_DAY","@Imporians are prohibited from entering.","@Imporianos estão proibidos de entrar."
"traveler:NO_UNITEDFED_FIRST","@Do not bring your sickness to Arstotzka.","@Não traga sua doença para Arstotzka."
"traveler:NO_UNITEDFED_FIRST","What?","Hein?"
"traveler:NO_UNITEDFED_FIRST","I am perfectly healthy.","Estou perfeitamente saudável."
"traveler:NO_UNITEDFED_FIRST","It is so easy to deny entry.","É tão fácil recusar entrada."
"traveler:NO_UNITEDFED_FIRST","All this paperwork is wasted.","Toda essa papelada pra nada."
"traveler:NO_UNITEDFED","@Do not bring your sickness to Arstotzka.","@Não traga sua doença para Arstotzka."
"traveler:NO_UNITEDFED","What?","Hein?"
"traveler:NO_UNITEDFED","I am perfectly healthy.","Estou perfeitamente saudável."
"traveler:NO_UNITEDFED","It is so easy to deny entry.","É tão fácil recusar entrada."
"traveler:NO_UNITEDFED","All this paperwork is wasted.","Toda essa papelada pra nada."
"traveler:CONFISCATION_DISTRICT_FIRST","Thank you. It is good to be back home.","[m]Obrigado[/m][f]Obrigada[/f]. É bom voltar para casa."
"traveler:CONFISCATION_DISTRICT_FIRST","I am leaving for trip soon so I just need my passport back.","Viajo em breve, só preciso que devolva passaporte."
"traveler:CONFISCATION_DISTRICT_FIRST","@It is being confiscated.","@Ele está sendo confiscado."
"traveler:CONFISCATION_DISTRICT_FIRST","What do you mean?","Como assim?"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip for recovery.","@Ligue para número na guia para resolver."
"traveler:CONFISCATION_DISTRICT_FIRST","You can just hand it back.","Você mesmo pode devolver."
"traveler:CONFISCATION_DISTRICT_FIRST","@It has been filed. I cannot give it back.","@Foi arquivado. Não posso devolver."
"traveler:CONFISCATION_DISTRICT_FIRST","I am not leaving without passport.","Não vou embora sem passaporte."
"traveler:CONFISCATION_DISTRICT_FIRST","Where is my passport?","Cadê meu passaporte?"
"traveler:CONFISCATION_DISTRICT_FIRST","You deny entry and take passport?","Você recusa entrada e rouba passaporte?"
"traveler:CONFISCATION_DISTRICT_FIRST","What am I supposed to do?","O que vou fazer?"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip.","@Ligue pro número na guia."
"traveler:CONFISCATION_DISTRICT_FIRST","You cannot do this to me!","Você não pode fazer isso comigo!"
"traveler:CONFISCATION_DISTRICT_FIRST","I am Arstotzkan citizen.","Eu sou cidadão Arstotzkano."
"traveler:CONFISCATION_DISTRICT_FIRST","I have right to travel freely.","Tenho direito de viajar livremente."
"traveler:WHISTLEBLOWER","Thank you.","[m]Obrigado[/m][f]Obrigada[/f]."
"traveler:WHISTLEBLOWER","I hope that things are better here.","Espero que as coisas estejam melhores por aqui."
"traveler:WHISTLEBLOWER","What? I was promised asylum here.","O quê? Prometeram asilo aqui."
"traveler:WHISTLEBLOWER","I have nowhere else to go.","Não tenho para onde ir."
"traveler:WHISTLEBLOWER","@This is not my problem.","@Não é problema meu."
"traveler:ACCESSPERMIT_FIRST","You Arstotzkans keep changing rules here.","Vocês Arstotzkanos só sabem mudar regras daqui."
"traveler:ACCESSPERMIT_FIRST","My sister came through last week with different documents.","Minha irmã passou semana passada com outros documentos."
"traveler:ACCESSPERMIT_FIRST","Now I need new access permit.","Agora preciso de licença de acesso."
"traveler:ACCESSPERMIT_FIRST","Costs twice as much as before.","Custa o dobro de antes."
"traveler:ACCESSPERMIT_WRONG","What the hell is access permit?","Que diabo é licença de acesso?"
"traveler:ACCESSPERMIT_WRONG","Do you mean entry permit?","Não era licença de entrada?"
"traveler:ACCESSPERMIT_WRONG","I have it there.","Eu tenho aqui."
"traveler:ACCESSPERMIT_WRONG","@I mean access permit.","@É licença de acesso mesmo."
"traveler:ACCESSPERMIT_WRONG","Never heard of it. Sounds stupid.","Nuca ouvi falar. Parece idiota."
"traveler:ACCESSPERMIT_WRONG","@Entry permit and supplement are no longer accepted.","@Licença de entrada e cartão complementar não valem mais."
"traveler:ACCESSPERMIT_WRONG","@Access permit replaces them.","@Licença de acesso substitui os dois."
"traveler:ACCESSPERMIT_WRONG","@Makes my job easier.","@Facilita meu trabalho."
"traveler:ACCESSPERMIT_WRONG","I do not care about your job.","Pouco importa seu trabalho."
"traveler:ACCESSPERMIT_WRONG","Damnit.","Maldição."
"traveler:STRICT_BORDER","I've heard this is very strict checkpoint.","Ouvi dizer que esse posto é muito rigoroso."
"traveler:STRICT_BORDER","I am glad my papers are in order.","Ainda bem que meus documentos estão em ordem."
"traveler:DESPERATE_BEFORECLOSE","I have heard the border will close.","Ouvi dizer que fronteira será fechada."
"traveler:DESPERATE_BEFORECLOSE","My access permit will not arrive in time.","Minha licença de acesso não chegará a tempo."
"traveler:DESPERATE_BEFORECLOSE","Please have mercy.","Por favor, tenha piedade."
"traveler:DESPERATE_BEFORECLOSE","Yes I know. I just told you that.","Sim, eu sei. Eu acabei de dizer isso."
"traveler:DESPERATE_BEFORECLOSE","I am afraid the border will close before I can enter.","Meu medo é que a fronteira se feche antes de eu entrar."
"traveler:WALLCOMMENT_PLAQUEONE","What is this plaque on the wall?","Que placa é essa na parede?"
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for presence?","Sua presença foi reconhecida?"
"traveler:WALLCOMMENT_PLAQUEONE","Way to go.","Parabéns."
"traveler:WALLCOMMENT_PLAQUEONE","What is this on the wall?","O que é isso na parede?"
"traveler:WALLCOMMENT_PLAQUEONE","Recognized for sufficience?","Sua suficiência foi reconhecida?"
"traveler:WALLCOMMENT_PLAQUEONE","Impressive. Why even bother with plaque?","Impressionante. Por que dá valor à placa?"
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for excellence?","Sua excelência foi reconhecida?"
"traveler:WALLCOMMENT_PLAQUEONE","I hope they give you raise and not just plaque.","Espero que te deem aumento e não só placa."
"traveler:WALLCOMMENT_PLAQUEONE","Find a better plaque.","Coloque placa melhor."
"traveler:WALLCOMMENT_PLAQUEONE","This one looks like cheap shit.","Essa aí não vale nada."
"traveler:WALLCOMMENT_PLAQUEONE","Figures.","Imaginei."
"traveler:WALLCOMMENT_PLAQUEONE","You are like this plaque.","Você é como essa placa."
"traveler:WALLCOMMENT_PLAQUEONE","Cheap shit.","Não vale nada."
"traveler:WALLCOMMENT_PLAQUEONE","What the hell?","O que é isso?"
"traveler:WALLCOMMENT_ARSKICKER","Nice banner!","Bela faixa!"
"traveler:WALLCOMMENT_ARSKICKER","I remember that game.","Lembro daquele jogo."
"traveler:WALLCOMMENT_ARSKICKER","Intense.","Tenso."
"traveler:WALLCOMMENT_ARSKICKER","Go Arskickers!","Vai, Arskickers!"
"traveler:WALLCOMMENT_ARSKICKER","What the hell?","Como assim?"
"traveler:WALLCOMMENT_ARSKICKER","I thought we have Arskickers connection.","Pensei que éramos amigos torcedores."
"traveler:WALLCOMMENT_SONDRAWING","What is this drawing on the wall?","Que desenho é esse na parede?"
"traveler:WALLCOMMENT_SONDRAWING","My dog can do better.","Meu cachorro faz melhor."
"traveler:WALLCOMMENT_SONDRAWING","@It is from my son.","@É do meu filho."
"traveler:WALLCOMMENT_SONDRAWING","Oh.~","Ah.~"
"traveler:WALLCOMMENT_SONDRAWING","Maybe he should try sports.","Talvez ele deva experimentar esportes."
"traveler:WALLCOMMENT_SONDRAWING","Thanks.","[m]Obrigado[/m][f]Obrigada[/f]."
"traveler:WALLCOMMENT_SONDRAWING","The drawing is not so bad really.","O desenho não é tão ruim."
"traveler:WALLCOMMENT_SONDRAWING","I was just in rough mood. Sorry.","Eu só estava mal [m]humorado[/m][f]humorada[/f]. Desculpa."
"traveler:WALLCOMMENT_SONDRAWING","Huh?","Hein?"
"traveler:WALLCOMMENT_SONDRAWING","You deny me for comment about drawing, right?","Me recusa pelo que disse sobre desenho, não é?"
"traveler:WALLCOMMENT_SONDRAWING","@The exit is to your right.","@A saída é pela direita."
"traveler:WALLCOMMENT_SONDRAWING","What are you doing?","O que está fazendo?"
"traveler:WALLCOMMENT_SONDRAWING","Is this because I make fun of drawing?","Só porque tirei sarro de desenho?"
"traveler:WALLCOMMENT_SONDRAWING","I take it back!","Retiro o que disse!"
"traveler:WALLCOMMENT_SONDRAWING","Picture should be in museum!","Desenho devia estar em museu!"
"traveler:WALLCOMMENT_FAMILYPHOTO","I like picture on wall here.","Gostei do desenho na parede."
"traveler:WALLCOMMENT_FAMILYPHOTO","Reminds me of how my family was.","Me lembra de quando tinha família."
"traveler:WALLCOMMENT_FAMILYPHOTO","Thank you.","[m]Obrigado[/m][f]Obrigada[/f]."
"traveler:WALLCOMMENT_FAMILYPHOTO","Take care of your family.","Cuide bem da sua família."
"traveler:WALLCOMMENT_FAMILYPHOTO","It is too easy to lose them.","É muito fácil perdê-la."
"speech:ask-purpose","What is the purpose of your trip?","Qual o propósito da viagem?"
"speech:state-purpose","Visiting.","Visitar."
"speech:state-purpose","Just visiting.","Só visitar."
"speech:state-purpose","I am visiting relatives.","Visitar parentes."
"speech:state-purpose","Visiting friends.","Visitar amigos."
"speech:state-purpose","I come for visit.","Vim visitar."
"speech:state-purpose","Only to visit.","Só estou visitando."
"speech:state-purpose","I will visit friends.","Visitarei amigos."
"speech:state-purpose","Transit.","Tráfego."
"speech:state-purpose","I pass through.","De passagem."
"speech:state-purpose","Transit through the country.","Cruzar o país."
"speech:state-purpose","I am transiting to elsewhere.","Estou de passagem para outra lugar."
"speech:state-purpose","Transit through Arstotzka.","Tráfego por Arstotzka."
"speech:state-purpose","Passing through.","Atravessando."
"speech:state-purpose","I am in transit.","Estou de passagem."
"speech:state-purpose","Work.","Trabalho."
"speech:state-purpose","I come to work.","Venho trabalhar."
"speech:state-purpose","I have job here.","Tenho emprego aqui."
"speech:state-purpose","I plan to work.","Planejo trabalhar."
"speech:state-purpose","Immigrating.","Imigrar."
"speech:state-purpose","I am immigrating to Arstotzka.","Eu imigro para Arstotzka."
"speech:state-purpose","I will move here.","Me mudo para cá."
"speech:state-purpose","I am coming to live with my husband.","Vou morar com marido."
"speech:state-purpose","I am coming to live with my wife.","Venho morar com esposa."
"speech:state-purpose","I am diplomatic envoy.","Sou [m]enviado diplomático[/m][f]enviada diplomática[/f]."
"speech:state-purpose","I was called to diplomatic discussions.","Fui [m]chamado[/m][f]chamada[/f] para discussões diplomáticas."
"speech:state-purpose","My presence was requested.","Minha presença foi solicitada."
"speech:state-purpose","I am seeking asylum.","Busco asilo político."
"speech:state-purpose","I come for political asylum.","Venho atrás de asilo político."
"speech:state-purpose","Asylum.","Asilo político."
